Timestamp,Current,Total voltage,SOC,Temperature,SOH,Equivalent cycle,Application status,Grid status,Grid power,Grid energy consumption,Grid cumulative energy consumption
1556879215000,0,65.37878648,0.908099089,26.97274878,0.994449723,0.790021186,1,1,0,0,13994.45521
1556880215000,0,65.37878648,0.908099089,27.31293446,0.994441895,0.790021186,1,1,0,0,13994.45521
1556881215000,0,65.37878648,0.908099089,27.64326601,0.994433972,0.790021186,1,1,0,0,13994.45521
1556882215000,0,65.37878648,0.908099089,27.96199278,0.994425955,0.790021186,1,1,0,0,13994.45521
1556883215000,0,65.37878648,0.908099089,28.26742787,0.994417849,0.790021186,1,1,0,0,13994.45521
1556884215000,0,65.37878648,0.908099089,28.55795583,0.994409658,0.790021186,1,1,0,0,13994.45521
1556885215000,0,65.37878648,0.908099089,28.83204058,0.994401388,0.790021186,1,1,0,0,13994.45521
1556886215000,0,65.37878648,0.908099089,29.08823321,0.994393043,0.790021186,1,1,0,0,13994.45521
1556887215000,0,65.37878648,0.908099089,29.32517956,0.994384632,0.790021186,1,1,0,0,13994.45521
1556888215000,0,65.37878648,0.908099089,29.54162723,0.99437616,0.790021186,1,1,0,0,13994.45521
1556889215000,0,65.37878648,0.908099089,29.73643222,0.994367636,0.790021186,1,1,0,0,13994.45521
1556890215000,0,65.37878648,0.908099089,29.90856497,0.994359068,0.790021186,1,1,0,0,13994.45521
1556891215000,0,65.37878648,0.908099089,30.05711575,0.994350465,0.790021186,1,1,0,0,13994.45521
1556892215000,0,65.37878648,0.908099089,30.18129951,0.994341836,0.790021186,1,1,0,0,13994.45521
1556893215000,0,65.37878648,0.908099089,30.28046001,0.994333191,0.790021186,1,1,0,0,13994.45521
1556894215000,0,65.37878648,0.908099089,30.35407326,0.99432454,0.790021186,1,1,0,0,13994.45521
1556895215000,0,65.37878648,0.908099089,30.40175035,0.994315892,0.790021186,1,1,0,0,13994.45521
1556896215000,0,65.37878648,0.908099089,30.42323947,0.994307258,0.790021186,1,1,0,0,13994.45521
1556897215000,0,65.37878648,0.908099089,30.41842722,0.994298648,0.790021186,1,1,0,0,13994.45521
1556898215000,0,65.37878648,0.908099089,30.38733926,0.994290073,0.790021186,1,1,0,0,13994.45521
1556899215000,0,65.37878648,0.908099089,30.33014013,0.994281541,0.790021186,1,1,0,0,13994.45521
1556900215000,0,65.37878648,0.908099089,30.24713241,0.994273062,0.790021186,1,1,0,0,13994.45521
1556901215000,-300,61.96897722,0.628721332,135.6075051,0.993498326,0.929710064,1,0,0,0,13994.45521
1556902215000,10,61.65431762,0.638041186,80.65987818,0.993434579,0.934369991,1,1,616.5431762,171.2619934,14165.71721
1556903215000,10,61.80330801,0.647361638,54.23735331,0.993414942,0.939030217,1,1,618.0330801,171.6758556,14337.39306
1556904215000,10,61.9820486,0.656682274,41.47138998,0.993403692,0.943690535,1,1,619.820486,172.1723572,14509.56542
1556905215000,10,62.03295807,0.666003016,35.23803525,0.993395069,0.948350906,1,1,620.3295807,172.3137724,14681.87919
1556906215000,10,62.12000038,0.675323838,32.12434341,0.993387495,0.953011317,1,1,621.2000038,172.5555566,14854.43475
1556907215000,10,62.23408939,0.684644732,30.49561541,0.993380401,0.957671764,1,1,622.3408939,172.8724705,15027.30722
1556908215000,10,62.36239245,0.693965692,29.56928097,0.993373555,0.962332244,1,1,623.6239245,173.2288679,15200.53609
1556909215000,10,62.49825573,0.703286717,28.97112986,0.993366853,0.966992757,1,1,624.9825573,173.6062659,15374.14235
1556910215000,10,62.63874613,0.712607804,28.52266869,0.993360249,0.9716533,1,1,626.3874613,173.996517,15548.13887
1556911215000,10,62.78234796,0.721928954,28.13922504,0.993353721,0.976313875,1,1,627.8234796,174.395411,15722.53428
1556912215000,10,62.92781417,0.731250164,27.78111783,0.993347261,0.98097448,1,1,629.2781417,174.7994838,15897.33377
1556913215000,10,63.07424438,0.740571435,27.43025509,0.993340863,0.985635116,1,1,630.7424438,175.2062344,16072.54
1556914215000,10,63.22091169,0.749892767,27.0789155,0.993334526,0.990295782,1,1,632.2091169,175.6136436,16248.15364
1556915215000,10,63.36716374,0.759214157,26.72436791,0.993328247,0.994956477,1,1,633.6716374,176.0198993,16424.17354
1556916215000,10,63.51237799,0.768535607,26.366288,0.993322025,0.999617202,1,1,635.1237799,176.4232722,16600.59682
1556917215000,10,63.65594074,0.777857115,26.00551532,0.993315858,1.004277956,1,1,636.5594074,176.8220576,16777.41887
1556918215000,10,63.79723645,0.787178681,25.64345234,0.993309744,1.008938739,1,1,637.9723645,177.2145457,16954.63342
1556919215000,10,63.93564129,0.796500304,25.28177132,0.99330368,1.01359955,1,1,639.3564129,177.5990036,17132.23242
1556920215000,10,64.07051862,0.805821985,24.92226845,0.993297664,1.01826039,1,1,640.7051862,177.9736628,17310.20609
1556921215000,10,64.20126387,0.815143721,24.5667888,0.993291691,1.022921259,1,1,642.0126387,178.3368441,17488.54293
1556922215000,10,64.32792037,0.824465514,24.2171851,0.993285759,1.027582155,1,1,643.2792037,178.6886677,17667.2316
1556923215000,10,64.45101201,0.833787362,23.87529286,0.993279863,1.032243079,1,1,644.5101201,179.0305889,17846.26219
1556924215000,10,64.57108314,0.843109266,23.54291348,0.993273997,1.036904031,1,1,645.7108314,179.3641198,18025.62631
1556925215000,10,64.68868705,0.852431225,23.22180127,0.993268159,1.041565011,1,1,646.8868705,179.6907974,18205.3171
1556926215000,10,64.80438255,0.861753238,22.91365247,0.993262341,1.046226017,1,1,648.0438255,180.0121738,18385.32928
1556927215000,10,64.91873314,0.871075307,22.62009557,0.993256539,1.050887052,1,1,649.1873314,180.3298143,18565.65909
1556928215000,10,65.0323062,0.880397429,22.34268222,0.993250746,1.055548113,1,1,650.323062,180.645295,18746.30439
1556929215000,10,65.14567226,0.889719606,22.08287895,0.993244957,1.060209201,1,1,651.4567226,180.9602007,18927.26459
1556930215000,10,65.25940426,0.899041838,21.84205925,0.993239164,1.064870317,1,1,652.5940426,181.276123,19108.54071
1556931215000,10,65.37407682,0.908364123,21.62149631,0.993233361,1.06953146,1,1,653.7407682,181.5946578,19290.13537
1556932215000,0,65.37617666,0.908364123,21.30516875,0.993228112,1.06953146,1,1,0,0,19290.13537
1556933215000,0,65.37584057,0.908364123,21.07235213,0.993222929,1.06953146,1,1,0,0,19290.13537
1556934215000,0,65.37583701,0.908364123,20.89219138,0.9932178,1.06953146,1,1,0,0,19290.13537
1556935215000,0,65.37583697,0.908364123,20.75026454,0.993212714,1.06953146,1,1,0,0,19290.13537
1556936215000,0,65.37583697,0.908364123,20.63995511,0.993207664,1.06953146,1,1,0,0,19290.13537
1556937215000,0,65.37583697,0.908364123,20.55831641,0.993202643,1.06953146,1,1,0,0,19290.13537
1556938215000,0,65.37583697,0.908364123,20.50408874,0.993197646,1.06953146,1,1,0,0,19290.13537
1556939215000,0,65.37583697,0.908364123,20.47674849,0.993192665,1.06953146,1,1,0,0,19290.13537
1556940215000,0,65.37583697,0.908364123,20.47605201,0.993187695,1.06953146,1,1,0,0,19290.13537
1556941215000,-300,61.9660277,0.628681059,125.9705671,0.992725018,1.209372992,1,0,0,0,19290.13537
1556942215000,10,61.65378043,0.638008173,71.20811556,0.992686899,1.214036549,1,1,616.5378043,171.2605012,19461.39587
1556943215000,10,61.87933115,0.647335645,45.02077734,0.992674899,1.218700285,1,1,618.7933115,171.887031,19633.2829
1556944215000,10,61.84661959,0.65666323,32.53874828,0.992667858,1.223364077,1,1,618.4661959,171.7961655,19805.07907
1556945215000,10,61.87350601,0.665990881,26.6365647,0.992662341,1.228027903,1,1,618.7350601,171.87085,19976.94992
1556946215000,10,61.96664019,0.675318583,23.89952555,0.992657396,1.232691754,1,1,619.6664019,172.1295561,20149.07947
1556947215000,10,62.091262,0.684646333,22.69093849,0.992652672,1.237355629,1,1,620.91262,172.4757278,20321.5552
1556948215000,10,62.23151457,0.693974126,22.22601121,0.992648019,1.242019526,1,1,622.3151457,172.8653182,20494.42052
1556949215000,-300,58.91686662,0.414139006,127.4796564,0.992212115,1.381937086,1,0,0,0,20494.42052
1556950215000,10,58.43768259,0.423470941,72.69700566,0.992176227,1.386603053,1,1,584.3768259,162.3268961,20656.74741
1556951215000,10,58.42134961,0.432803214,46.59115915,0.992164861,1.39126919,1,1,584.2134961,162.2815267,20819.02894
1556952215000,10,58.47567019,0.442135594,34.23481952,0.992158143,1.39593538,1,1,584.7567019,162.4324172,20981.46136
1556953215000,10,58.58631858,0.451468037,28.47451633,0.992152844,1.400601601,1,1,585.8631858,162.7397738,21144.20113
1556954215000,10,58.69763251,0.46080053,25.88169697,0.992148065,1.405267847,1,1,586.9763251,163.0489792,21307.25011
1556955215000,10,58.8081532,0.470133067,24.81262889,0.992143477,1.409934116,1,1,588.081532,163.3559811,21470.60609
1556956215000,10,58.92077884,0.479465648,24.47877415,0.992138938,1.414600407,1,1,589.2077884,163.6688301,21634.27492
1556957215000,10,59.03750751,0.488798272,24.50134868,0.992134383,1.419266719,1,1,590.3750751,163.9930764,21798.268
1556958215000,10,59.15955353,0.498130938,24.69788689,0.992129781,1.423933052,1,1,591.5955353,164.3320932,21962.60009
1556959215000,10,59.28775365,0.507463648,24.97997573,0.992125113,1.428599407,1,1,592.8775365,164.6882046,22127.2883
